534	0	3	0	0
434	120411	2	1	0
334	70212	1	1	0
234	10711	3	1	0
133	457	3	2	0
433	120313	1	1	0
533	0	3	0	0
233	10613	2	1	0
333	70211	2	1	0
189	513	3	0	0
289	40612	2	1	0
389	100111	1	1	0
489	200006	3	0	0
556	0	3	0	0
456	130511	3	1	0
356	80312	1	1	0
256	30111	1	1	0
175	499	3	2	0
275	40111	1	1	0
375	90312	1	1	0
475	140511	3	1	0
923	7039	3	1	0
124	448	2	1	0
723	290511	3	1	0
623	240312	1	1	0
424	110711	3	1	0
524	0	3	0	0
224	10313	1	1	0
324	60512	2	1	0
198	522	3	0	0
298	50311	2	1	0
398	100413	1	1	0
498	0	3	0	0
523	0	3	0	0
423	110613	2	1	0
323	60511	3	1	0
223	10312	1	1	0
725	290513	2	1	0
146	470	3	1	0
925	7041	2	1	0
825	450311	2	1	0
446	130111	1	1	0
546	0	3	0	0
246	20413	1	1	0
346	70612	2	1	0
125	449	2	1	0
325	60513	2	1	0
225	10411	2	1	0
525	0	3	0	0
425	110712	2	1	0
294	50111	1	1	0
487	200004	3	0	0
494	0	3	0	0
287	40513	2	1	0
593	220611	3	1	0
693	270713	2	1	0
793	430412	1	1	0
893	7009	3	1	0
193	517	3	0	0
293	40713	2	1	0
393	100311	2	1	0
493	0	3	0	0
855	460711	3	1	0
955	7071	2	1	0
136	460	3	2	0
755	410313	1	1	0
336	70311	2	1	0
236	10713	2	1	0
536	0	3	0	0
436	120413	1	1	0
934	7050	2	1	0
155	479	2	0	0
734	300213	1	1	0
634	240711	3	1	0
455	130413	1	1	0
555	0	3	0	0
255	20713	2	1	0
355	80311	2	1	0
184	508	1	0	0
197	521	3	0	0
497	0	3	0	0
484	200001	3	0	0
683	270412	1	1	0
583	220213	1	1	0
578	210712	2	1	0
678	270213	1	1	0
283	40412	1	1	0
478	140611	3	1	0
483	140713	2	1	0
383	90611	3	1	0
62	301	0	2	0
52	208	0	1	0
82	406	0	1	0
72	311	2	1	0
22	118	1	1	0
7	103	2	2	0
42	138	1	1	0
9	105	2	1	0
877	470712	2	1	0
777	420511	3	1	0
677	270212	1	1	0
577	210711	3	1	0
205	2007	1	1	0
105	429	1	1	0
888	7004	1	1	0
788	430213	1	1	0
688	270611	3	1	0
588	220412	1	1	0
488	200005	3	0	0
388	90713	2	1	0
288	40611	3	1	0
188	512	3	0	0
91	415	0	1	0
505	0	3	0	0
405	100711	3	1	0
305	50512	2	1	0
916	7032	2	1	0
816	440611	3	1	0
716	290213	1	1	0
616	230712	2	1	0
516	0	3	0	0
416	110412	1	1	0
316	60213	1	1	0
787	430212	1	1	0
887	7003	3	2	0
587	220411	2	1	0
687	270513	2	1	0
477	140513	2	1	0
377	90411	2	1	0
277	40212	1	1	0
177	501	0	0	0
414	110313	1	1	0
314	60211	2	1	0
614	230613	2	1	0
514	0	3	0	0
216	2109	2	1	0
3	30	2	0	0
6	102	2	1	0
5	101	3	2	0
92	416	0	1	0
2	20	1	0	0
1	10	0	0	0
499	0	3	0	0
399	100511	3	1	0
60	216	2	1	0
199	2001	1	1	0
506	0	3	0	0
30	126	2	1	0
306	50513	2	1	0
406	100712	2	1	0
959	7075	0	1	0
529	0	3	0	0
485	200002	3	0	0
956	7072	3	1	0
954	7070	2	1	0
953	7069	3	1	0
952	7068	2	2	0
116	440	2	1	0
950	7066	3	0	0
949	7065	2	1	0
106	430	1	1	0
206	2008	1	1	0
948	7064	1	1	0
947	7063	3	1	0
899	7015	3	0	0
799	430612	2	1	0
699	280312	1	1	0
599	230111	1	1	0
946	7062	2	1	0
945	7061	1	1	0
32	128	1	1	0
370	90111	1	1	0
768	420211	2	1	0
941	7057	3	1	0
940	7056	2	1	0
171	495	3	1	0
938	7054	3	0	0
937	7053	2	0	0
936	7052	1	0	0
553	0	3	0	0
756	410411	2	1	0
931	7047	2	0	0
930	7046	1	0	0
929	7045	3	0	0
115	439	2	1	0
215	2108	2	1	0
50	206	2	1	0
927	7043	1	0	0
926	7042	3	1	0
738	300411	2	1	0
921	7037	1	1	0
920	7036	3	0	0
915	7031	1	1	0
918	7034	1	0	0
715	290212	1	1	0
815	440513	2	1	0
515	0	3	0	0
615	230711	3	1	0
315	60212	1	1	0
415	110411	2	1	0
917	7033	3	1	0
914	7030	3	1	0
913	7029	2	1	0
717	290311	2	1	0
911	7027	3	1	0
910	7026	2	1	0
909	7025	1	1	0
906	7022	1	1	0
905	7021	3	1	0
764	410613	2	1	0
903	7019	1	1	0
902	7018	3	2	0
689	270612	2	1	0
900	7016	1	2	0
898	7014	2	0	0
897	7013	1	0	0
892	7008	2	1	0
20	116	1	1	0
890	7006	3	1	0
889	7005	2	1	0
884	470913	1	1	0
883	470912	2	1	0
882	470911	3	1	0
881	470813	1	1	0
25	121	1	1	0
879	470811	3	1	0
878	470713	1	1	0
875	470613	1	1	0
874	470612	2	1	0
873	470611	3	1	0
872	470513	1	1	0
871	470512	2	1	0
870	470511	3	1	0
183	507	1	0	0
868	470412	2	1	0
867	470411	3	1	0
866	470313	1	1	0
864	470311	3	1	0
863	470213	1	1	0
862	470212	2	1	0
861	470211	3	1	0
860	470113	1	1	0
859	470112	2	1	0
274	30713	2	1	0
39	135	0	1	0
856	460712	2	1	0
854	460613	2	1	0
853	460612	2	1	0
852	460611	3	1	0
851	460513	2	1	0
850	460512	2	1	0
235	10712	2	1	0
848	460413	1	1	0
847	460412	1	1	0
846	460411	2	1	0
845	460313	1	1	0
412	110311	2	1	0
843	460311	2	1	0
559	0	3	0	0
779	420513	2	1	0
778	420512	2	1	0
570	210413	1	1	0
838	450712	2	1	0
837	450711	3	1	0
836	450613	2	1	0
554	0	3	0	0
113	437	2	1	0
213	2106	2	1	0
834	450611	3	1	0
833	450513	2	1	0
385	90613	2	1	0
766	410712	2	1	0
713	290111	1	1	0
813	440511	3	1	0
214	2107	2	1	0
114	438	2	1	0
313	60111	1	1	0
413	110312	1	1	0
513	0	3	0	0
613	230612	2	1	0
704	280511	3	1	0
804	440211	2	1	0
904	7020	2	1	0
828	450411	2	1	0
304	50511	3	1	0
404	100613	2	1	0
504	0	3	0	0
604	230312	1	1	0
827	450313	1	1	0
826	450312	1	1	0
824	450213	1	1	0
823	450212	1	1	0
557	0	3	0	0
752	410213	1	1	0
70	309	2	2	0
818	440613	2	1	0
817	440612	2	1	0
814	440512	2	1	0
203	2005	1	1	0
103	427	1	1	0
706	280513	2	1	0
811	440412	1	1	0
729	290711	3	1	0
809	440313	1	1	0
803	430713	2	1	0
703	280413	1	1	0
104	428	1	1	0
204	2006	1	1	0
403	100612	2	1	0
303	50413	1	1	0
603	230311	2	1	0
503	0	3	0	0
806	440213	1	1	0
805	440212	1	1	0
802	430712	2	1	0
801	430711	3	1	0
800	430613	2	1	0
798	430611	3	1	0
797	430513	2	1	0
792	430411	2	1	0
10	106	2	1	0
790	430312	1	1	0
789	430311	2	1	0
784	420712	2	1	0
783	420711	3	1	0
782	420613	2	1	0
147	471	1	1	0
230	10513	2	1	0
442	120613	2	1	0
342	70511	3	1	0
242	20312	1	1	0
142	466	3	2	0
741	300511	3	1	0
841	460212	1	1	0
541	0	3	0	0
641	250311	2	1	0
341	70413	1	1	0
441	120612	2	1	0
141	465	2	1	0
241	20311	2	1	0
640	250213	1	1	0
540	0	3	0	0
840	460211	2	1	0
740	300413	1	1	0
310	50711	3	1	0
410	110212	1	1	0
110	434	1	1	0
210	2103	1	1	0
775	420412	1	1	0
774	420411	2	1	0
773	420313	1	1	0
266	30511	3	1	0
308	50612	2	1	0
770	420213	1	1	0
769	420212	1	1	0
942	7058	1	0	0
842	460213	1	1	0
742	300512	2	1	0
642	250312	1	1	0
542	0	3	0	0
332	70111	1	1	0
432	120312	1	1	0
132	456	3	2	0
232	10612	2	1	0
831	450511	3	1	0
731	290713	2	1	0
631	240611	3	1	0
531	0	3	0	0
431	120311	2	1	0
331	60713	2	1	0
231	10611	3	1	0
131	455	3	2	0
530	0	3	0	0
630	240513	2	1	0
730	290712	2	1	0
830	450413	1	1	0
240	20213	1	1	0
140	464	0	1	0
440	120611	3	1	0
340	70412	1	1	0
762	410611	3	1	0
295	50211	2	1	0
760	410512	2	1	0
759	410511	3	1	0
190	514	3	0	0
757	410412	1	1	0
932	7048	3	0	0
754	410312	1	1	0
732	300211	2	1	0
832	450512	2	1	0
532	0	3	0	0
632	240612	2	1	0
222	10311	2	1	0
122	446	2	1	0
422	110612	2	1	0
322	60413	1	1	0
521	0	3	0	0
621	240213	1	1	0
721	290412	1	1	0
821	440713	2	1	0
121	445	2	1	0
221	10213	1	1	0
321	60412	1	1	0
421	110611	3	1	0
820	440712	2	1	0
720	290411	2	1	0
620	240212	1	1	0
520	0	3	0	0
750	410211	2	1	0
749	300713	2	1	0
748	300712	2	1	0
747	300711	3	1	0
746	300613	2	1	0
745	300612	2	1	0
278	40213	1	1	0
743	300513	2	1	0
573	210513	2	1	0
922	7038	2	1	0
737	300313	1	1	0
736	300312	1	1	0
622	240311	2	1	0
522	0	3	0	0
822	450211	2	1	0
722	290413	1	1	0
112	436	2	1	0
35	131	3	1	0
45	201	0	1	0
55	211	2	1	0
65	304	1	2	0
511	0	3	0	0
85	409	0	1	0
95	419	1	1	0
211	2104	1	1	0
111	435	2	1	0
411	110213	1	1	0
311	50712	2	1	0
710	280711	3	1	0
810	440411	2	1	0
510	0	3	0	0
15	111	2	1	0
420	110513	2	1	0
320	60411	2	1	0
220	10212	1	1	0
120	444	2	2	0
728	290613	2	1	0
727	290612	2	1	0
726	290611	3	1	0
209	2102	1	1	0
912	7028	1	1	0
714	290211	2	1	0
709	280613	2	1	0
711	280712	2	1	0
512	0	3	0	0
612	230611	3	1	0
712	280713	2	1	0
812	440413	1	1	0
36	132	2	1	0
26	122	3	1	0
502	0	3	0	0
46	202	1	1	0
76	315	3	1	0
66	305	0	2	0
96	420	1	1	0
86	410	0	1	0
705	280512	2	1	0
702	280412	1	1	0
690	270613	2	1	0
138	462	3	2	0
698	280311	2	1	0
697	280213	1	1	0
16	112	2	1	0
694	280111	1	1	0
500	0	3	0	0
400	100512	2	1	0
700	280313	1	1	0
600	230211	2	1	0
201	2003	1	1	0
301	50411	2	1	0
379	90413	1	1	0
101	425	1	1	0
601	230212	1	1	0
701	280411	2	1	0
401	100513	2	1	0
501	0	3	0	0
302	50412	1	1	0
202	2004	1	1	0
102	426	1	1	0
901	7017	2	2	0
43	139	0	1	0
53	209	0	1	0
23	119	1	1	0
33	129	1	1	0
83	407	0	1	0
93	417	0	1	0
63	302	0	2	0
73	312	2	2	0
684	270413	1	1	0
682	270411	2	1	0
154	478	1	1	0
680	270312	1	1	0
100	424	1	1	0
13	109	2	1	0
300	50313	1	1	0
200	2002	1	1	0
679	270311	2	1	0
675	270111	1	1	0
674	260713	2	1	0
673	260712	2	1	0
672	260711	3	1	0
350	70713	2	1	0
670	260612	2	1	0
669	260611	3	1	0
668	260513	2	1	0
397	100412	1	1	0
666	260511	3	1	0
663	260411	2	1	0
662	260313	1	1	0
284	40413	1	1	0
660	260311	2	1	0
659	260213	1	1	0
54	210	1	1	0
44	140	0	1	0
34	130	1	1	0
24	120	1	1	0
94	418	1	1	0
84	408	0	1	0
74	313	2	2	0
64	303	1	2	0
366	80613	2	1	0
657	260211	2	1	0
656	260111	1	1	0
655	250713	2	1	0
14	110	2	1	0
654	250712	2	1	0
653	250711	3	1	0
652	250613	2	1	0
80	404	0	1	0
650	250611	3	1	0
649	250513	2	1	0
648	250512	2	1	0
647	250511	3	1	0
646	250413	1	1	0
645	250412	1	1	0
150	474	3	1	0
643	250313	1	1	0
49	205	1	1	0
638	250211	2	1	0
109	433	1	1	0
636	240713	2	1	0
544	0	3	0	0
629	240512	2	1	0
628	240511	3	1	0
51	207	0	2	0
61	217	3	1	0
71	310	2	2	0
81	405	0	1	0
11	107	2	1	0
21	117	1	1	0
31	127	2	1	0
41	137	2	1	0
143	467	2	1	0
626	240412	1	1	0
625	240411	2	1	0
619	240211	2	1	0
218	10111	1	1	0
185	509	1	0	0
611	230513	2	1	0
610	230512	2	1	0
108	432	1	1	0
608	230413	1	1	0
367	80711	3	1	0
606	230411	2	1	0
605	230313	1	1	0
602	230213	1	1	0
598	220713	2	1	0
597	220712	2	1	0
594	220612	2	1	0
297	50213	1	1	0
378	90412	1	1	0
561	210111	1	1	0
589	220413	1	1	0
584	220311	2	1	0
447	130211	2	1	0
354	80213	1	1	0
580	220111	1	1	0
579	210713	2	1	0
575	210612	2	1	0
126	450	3	2	0
226	10412	1	1	0
326	60611	3	1	0
426	110713	2	1	0
526	0	3	0	0
139	463	3	2	0
574	210611	3	1	0
339	70411	2	1	0
239	20212	1	1	0
539	0	3	0	0
439	120513	2	1	0
739	300412	1	1	0
639	250212	1	1	0
939	7055	1	1	0
839	450713	2	1	0
569	210412	1	1	0
568	210411	2	1	0
567	210313	1	1	0
566	210312	1	1	0
563	210212	1	1	0
329	60711	3	1	0
590	220511	3	1	0
167	491	3	0	0
267	30512	2	1	0
490	200007	3	0	0
467	140212	1	1	0
290	40613	2	1	0
667	260512	2	1	0
767	410713	2	1	0
635	240712	2	1	0
735	300311	2	1	0
835	450612	2	1	0
935	7051	3	1	0
135	459	3	2	0
551	0	3	0	0
312	50713	2	1	0
549	0	3	0	0
548	0	3	0	0
149	473	0	1	0
249	20513	2	1	0
349	70712	2	1	0
449	130213	1	1	0
335	70213	1	1	0
435	120412	1	1	0
535	0	3	0	0
849	460511	3	1	0
158	482	0	1	0
258	30212	1	1	0
358	80411	2	1	0
458	130513	2	1	0
558	0	3	0	0
658	260212	1	1	0
758	410413	1	1	0
858	470111	3	1	0
958	7074	2	2	0
528	0	3	0	0
438	120512	2	1	0
519	0	3	0	0
518	0	3	0	0
56	212	3	1	0
374	90311	2	1	0
957	7073	1	1	0
857	460713	2	1	0
279	40311	2	1	0
194	518	3	0	0
187	511	3	0	0
429	120212	1	1	0
384	90612	2	1	0
212	2105	1	1	0
644	250411	2	1	0
744	300611	3	1	0
844	460312	1	1	0
944	7060	3	0	0
394	100312	1	1	0
402	100611	3	1	0
390	100211	2	1	0
387	90712	2	1	0
168	492	3	0	0
753	410311	2	1	0
368	80712	2	1	0
268	30513	2	1	0
270	30612	2	1	0
468	140213	1	1	0
470	140312	1	1	0
454	130412	1	1	0
247	20511	3	1	0
347	70613	2	1	0
123	447	2	1	0
153	477	3	0	0
253	20711	3	1	0
353	80212	1	1	0
453	130411	2	1	0
547	0	3	0	0
491	200008	3	0	0
391	100212	1	1	0
691	270711	3	1	0
591	220512	2	1	0
4	40	3	0	0
8	104	2	1	0
291	40711	3	1	0
191	515	3	0	0
392	100213	1	1	0
492	0	3	0	0
592	220513	2	1	0
692	270712	2	1	0
891	7007	1	1	0
791	430313	1	1	0
192	516	3	0	0
292	40712	2	1	0
238	20211	2	1	0
338	70313	1	1	0
943	7059	2	0	0
144	468	3	0	0
244	20411	2	1	0
344	70513	2	1	0
444	120712	2	1	0
538	0	3	0	0
157	481	3	0	0
156	480	3	0	0
357	80313	1	1	0
257	30211	2	1	0
343	70512	2	1	0
457	130512	2	1	0
543	0	3	0	0
443	120711	3	1	0
182	506	1	0	0
365	80612	2	1	0
681	270313	1	1	0
781	420612	2	1	0
582	220212	1	1	0
482	140712	2	1	0
382	90513	2	1	0
282	40411	2	1	0
780	420611	3	1	0
181	505	0	0	0
130	454	3	2	0
880	470812	2	1	0
481	140711	3	1	0
581	220211	2	1	0
281	40313	1	1	0
381	90512	2	1	0
348	70711	3	1	0
248	20512	2	1	0
148	472	3	0	0
195	519	3	0	0
450	130311	2	1	0
550	0	3	0	0
250	20611	3	1	0
448	130212	1	1	0
327	60612	2	1	0
427	120111	1	1	0
527	0	3	0	0
627	240413	1	1	0
243	20313	1	1	0
90	414	0	1	0
127	451	3	2	0
227	10413	1	1	0
12	108	2	1	0
172	496	2	1	0
771	420311	2	1	0
671	260613	2	1	0
472	140411	2	1	0
572	210512	2	1	0
272	30711	3	1	0
372	90212	1	1	0
309	50613	2	1	0
409	110211	2	1	0
509	0	3	0	0
609	230511	3	1	0
571	210511	3	1	0
471	140313	1	1	0
371	90211	2	1	0
271	30613	2	1	0
318	60312	1	1	0
418	110511	3	1	0
180	504	0	0	0
618	240111	1	1	0
380	90511	3	1	0
280	40312	1	1	0
118	442	2	1	0
480	140613	2	1	0
337	70312	1	1	0
237	20111	1	1	0
137	461	3	2	0
772	420312	1	1	0
718	290312	1	1	0
637	250111	1	1	0
537	0	3	0	0
437	120511	3	1	0
661	260312	1	1	0
761	410513	2	1	0
162	486	2	0	0
299	50312	1	1	0
362	80512	2	1	0
262	30313	1	1	0
562	210211	2	1	0
462	130711	3	1	0
359	80412	1	1	0
259	30213	1	1	0
159	483	3	0	0
161	485	1	1	0
261	30312	1	1	0
361	80511	3	1	0
461	130613	2	1	0
459	130611	3	1	0
428	120211	2	1	0
328	60613	2	1	0
330	60712	2	1	0
430	120213	1	1	0
254	20712	2	1	0
170	494	3	1	0
228	10511	3	1	0
128	452	3	2	0
507	0	3	0	0
607	230412	1	1	0
307	50611	3	1	0
407	100713	2	1	0
107	431	1	1	0
207	2009	1	1	0
40	136	3	1	0
928	7044	2	0	0
751	410212	1	1	0
651	250612	2	1	0
951	7067	1	1	0
152	476	2	0	0
252	20613	2	1	0
352	80211	2	1	0
452	130313	1	1	0
552	0	3	0	0
269	30611	3	1	0
369	80713	2	1	0
151	475	1	1	0
169	493	2	2	0
351	80111	1	1	0
251	20612	2	1	0
469	140311	2	1	0
451	130312	1	1	0
160	484	3	0	0
178	502	0	0	0
869	470413	1	1	0
419	110512	2	1	0
560	0	3	0	0
460	130612	2	1	0
360	80413	1	1	0
260	30311	2	1	0
417	110413	1	1	0
317	60311	2	1	0
617	230713	2	1	0
517	0	3	0	0
75	314	3	1	0
285	40511	3	1	0
217	2110	2	1	0
117	441	2	1	0
